servicio,fecha,usuario,calificacion
363,54:37.7,163,2
476,54:37.7,163,2
3734,54:37.7,163,2
2824,54:37.7,163,4
4895,54:37.7,163,2
2383,54:37.7,163,3
3122,54:37.7,163,4
2664,54:37.7,163,2
3246,54:37.7,163,2
636,54:37.7,163,3
2965,54:37.7,164,2
4069,54:37.7,164,3
4574,54:37.7,164,4
5760,54:37.7,164,3
126,54:37.7,164,4
1393,54:37.7,164,4
3551,54:37.7,164,3
182,54:37.7,164,2
1458,54:37.7,164,2
653,54:37.7,164,5
5365,54:37.7,164,1
5173,54:37.7,164,2
5014,54:37.7,164,2
361,54:37.7,164,4
5153,54:37.7,164,3
745,54:37.7,164,5
1284,54:37.7,164,5
2252,54:37.7,164,1
1911,54:37.7,164,5
4375,54:37.7,164,3
2677,54:37.7,165,5
40,54:37.7,165,4
2413,54:37.7,165,3
820,54:37.7,165,3
2543,54:37.7,165,4
1410,54:37.7,165,5
557,54:37.7,165,2
682,54:37.7,165,1
4505,54:37.7,165,4
5035,54:37.7,165,2
1061,54:37.7,165,2
2950,54:37.7,165,3
5348,54:37.7,165,1
1655,54:37.7,165,2
5533,54:37.7,165,2
3014,54:37.7,165,5
2882,54:37.7,165,5
1404,54:37.7,165,4
2432,54:37.7,165,2
2971,54:37.7,165,4
1994,54:37.7,166,2
3552,54:37.7,166,5
623,54:37.7,166,1
4749,54:37.7,166,1
672,54:37.7,166,2
3616,54:37.7,166,1
2695,54:37.7,166,3
4902,54:37.7,166,5
4603,54:37.7,166,5
777,54:37.7,166,3
2895,54:37.7,166,1
1747,54:37.7,166,2
765,54:37.7,166,1
953,54:37.7,166,3
4586,54:37.7,166,2
889,54:37.7,166,5
946,54:37.7,166,4
4206,54:37.7,166,2
3208,54:37.7,166,2
2839,54:37.7,166,1
1227,54:37.7,167,4
377,54:37.7,167,3
3216,54:37.7,167,1
2861,54:37.7,167,5
109,54:37.7,167,5
2054,54:37.7,167,3
3531,54:37.7,167,5
491,54:37.7,167,4
1835,54:37.7,167,1
751,54:37.7,167,2
3879,54:37.7,167,3
526,54:37.7,167,1
2485,54:37.7,167,5
3348,54:37.7,167,2
4753,54:37.7,167,5
1123,54:37.7,167,1
264,54:37.7,167,2
2415,54:37.7,167,1
5346,54:37.7,167,3
5712,54:37.7,167,3
300,54:37.7,168,5
2547,54:37.7,168,3
2524,54:37.7,168,1
1706,54:37.7,168,3
3756,54:37.7,168,4
807,54:37.7,168,1
3215,54:37.7,168,5
2209,54:37.7,168,5
921,54:37.7,168,3
3530,54:37.7,168,4
2943,54:37.7,168,2
5053,54:37.7,168,2
5693,54:37.7,168,5
4634,54:37.7,168,2
5255,54:37.7,168,1
5381,54:37.7,168,4
4257,54:37.7,168,3
5021,54:37.7,168,3
2468,54:37.7,168,5
4438,54:37.7,168,3
1700,54:37.7,169,1
2889,54:37.7,169,1
3820,54:37.7,169,4
3094,54:37.7,169,3
2709,54:37.7,169,2
2112,54:37.7,169,2
2807,54:37.7,169,4
592,54:37.7,169,4
35,54:37.7,169,4
3084,54:37.7,169,4
5812,54:37.7,169,1
2263,54:37.7,169,4
1271,54:37.7,169,3
1723,54:37.7,169,5
3278,54:37.7,169,4
4683,54:37.7,169,1
2831,54:37.7,169,1
3148,54:37.7,169,3
1293,54:37.7,169,4
3047,54:37.7,169,1
4912,54:37.7,170,3
5574,54:37.7,170,1
3973,54:37.7,170,1
4585,54:37.7,170,5
1524,54:37.7,170,1
3803,54:37.7,170,2
3102,54:37.7,170,5
5026,54:37.7,170,2
5009,54:37.7,170,2
676,54:37.7,170,4
46,54:37.7,170,2
743,54:37.7,170,5
813,54:37.7,170,2
1724,54:37.7,170,2
4586,54:37.7,170,4
3621,54:37.7,170,4
5475,54:37.7,170,5
3218,54:37.7,170,4
3655,54:37.7,170,4
5148,54:37.7,170,1
4665,54:37.7,171,4
2333,54:37.7,171,5
412,54:37.7,171,4
1222,54:37.7,171,5
1566,54:37.7,171,5
5503,54:37.7,171,4
3181,54:37.7,171,2
4318,54:37.7,171,4
2334,54:37.7,171,1
3946,54:37.7,171,5
907,54:37.7,171,2
682,54:37.7,171,5
3462,54:37.7,171,1
4461,54:37.7,171,2
4443,54:37.7,171,4
2189,54:37.7,171,3
1979,54:37.7,171,3
1792,54:37.7,171,2
2120,54:37.7,171,5
4400,54:37.7,171,3
3511,54:37.7,172,5
3511,54:37.7,172,1
3772,54:37.7,172,4
4306,54:37.7,172,5
356,54:37.8,172,1
912,54:37.8,172,4
930,54:37.8,172,4
5201,54:37.8,172,5
3981,54:37.8,172,3
4481,54:37.8,172,1
3286,54:37.8,172,5
574,54:37.8,172,1
5322,54:37.8,172,4
5258,54:37.8,172,5
3013,54:37.8,172,3
151,54:37.8,172,3
3669,54:37.8,172,2
1331,54:37.8,172,3
3081,54:37.8,172,3
5557,54:37.8,172,3
5446,54:37.8,173,5
2419,54:37.8,173,5
4967,54:37.8,173,3
45,54:37.8,173,3
2707,54:37.8,173,4
1264,54:37.8,173,1
3950,54:37.8,173,2
4351,54:37.8,173,2
857,54:37.8,173,2
5468,54:37.8,173,2
5591,54:37.8,173,4
2677,54:37.8,173,1
4953,54:37.8,173,3
1243,54:37.8,173,5
3489,54:37.8,173,1
3649,54:37.8,173,1
2570,54:37.8,173,3
3504,54:37.8,173,1
3586,54:37.8,173,2
2105,54:37.8,173,4
3897,54:37.8,174,5
4737,54:37.8,174,2
3445,54:37.8,174,3
2148,54:37.8,174,3
4783,54:37.8,174,1
5097,54:37.8,174,5
4050,54:37.8,174,4
3887,54:37.8,174,4
5452,54:37.8,174,1
5278,54:37.8,174,5
5305,54:37.8,174,2
3876,54:37.8,174,4
296,54:37.8,174,5
1982,54:37.8,174,4
2661,54:37.8,174,4
3082,54:37.8,174,2
3686,54:37.8,174,3
1647,54:37.8,174,3
3249,54:37.8,174,2
175,54:37.8,174,4
3724,54:37.8,175,2
3772,54:37.8,175,2
5763,54:37.8,175,5
1269,54:37.8,175,3
475,54:37.8,175,2
1184,54:37.8,175,1
3791,54:37.8,175,1
748,54:37.8,175,1
2214,54:37.8,175,2
1560,54:37.8,175,2
2057,54:37.8,175,5
3871,54:37.8,175,4
4645,54:37.8,175,3
3989,54:37.8,175,1
170,54:37.8,175,2
4013,54:37.8,175,3
3726,54:37.8,175,5
2306,54:37.8,175,2
3751,54:37.8,175,1
2737,54:37.8,175,4
1506,54:37.8,176,2
3676,54:37.8,176,1
4617,54:37.8,176,4
1554,54:37.8,176,4
1647,54:37.8,176,5
4672,54:37.8,176,4
2850,54:37.8,176,2
3284,54:37.8,176,5
1562,54:37.8,176,3
5079,54:37.8,176,5
4950,54:37.8,176,1
4822,54:37.8,176,3
4699,54:37.8,176,5
1869,54:37.8,176,3
5053,54:37.8,176,5
2367,54:37.8,176,5
5450,54:37.8,176,1
3055,54:37.8,176,4
3419,54:37.8,176,3
2193,54:37.8,176,3
4831,54:37.8,177,3
1246,54:37.8,177,2
3861,54:37.8,177,2
1587,54:37.8,177,4
376,54:37.8,177,3
4549,54:37.8,177,4
121,54:37.8,177,1
890,54:37.8,177,5
5043,54:37.8,177,1
4254,54:37.8,177,1
1462,54:37.8,177,2
2484,54:37.8,177,5
122,54:37.8,177,5
2893,54:37.8,177,3
4537,54:37.8,177,3
996,54:37.8,177,4
4815,54:37.8,177,5
387,54:37.8,177,1
4463,54:37.8,177,1
2762,54:37.8,177,5
1792,54:37.8,178,2
8,54:37.8,178,3
2348,54:37.8,178,4
4385,54:37.8,178,1
398,54:37.8,178,5
1721,54:37.8,178,4
1796,54:37.8,178,5
1640,54:37.8,178,3
5615,54:37.8,178,2
617,54:37.8,178,1
2165,54:37.8,178,4
2373,54:37.8,178,4
5219,54:37.8,178,1
979,54:37.8,178,5
5765,54:37.8,178,4
5220,54:37.8,178,1
571,54:37.8,178,2
2084,54:37.8,178,3
230,54:37.8,178,1
3640,54:37.8,178,4
4354,54:37.8,179,4
1625,54:37.8,179,5
2706,54:37.8,179,1
2965,54:37.8,179,1
2174,54:37.8,179,1
4118,54:37.8,179,3
4656,54:37.8,179,2
4897,54:37.8,179,1
5448,54:37.8,179,2
2740,54:37.8,179,3
3081,54:37.8,179,2
5598,54:37.8,179,4
1990,54:37.8,179,5
2869,54:37.8,179,1
3209,54:37.8,179,3
743,54:37.8,179,2
2354,54:37.8,179,4
2961,54:37.8,179,4
3052,54:37.8,179,4
3727,54:37.8,179,1
2726,54:37.8,180,5
5605,54:37.8,180,2
5207,54:37.8,180,3
2497,54:37.8,180,3
1025,54:37.8,180,1
1630,54:37.8,180,4
3175,54:37.8,180,4
2210,54:37.8,180,2
1921,54:37.8,180,2
5732,54:37.8,180,1
3358,54:37.8,180,5
3518,54:37.8,180,3
1990,54:37.8,180,4
2785,54:37.8,180,4
1803,54:37.8,180,1
3032,54:37.8,180,1
4331,54:37.8,180,3
2312,54:37.8,180,4
3553,54:37.8,180,5
881,54:37.8,180,3
81,54:37.8,181,2
2826,54:37.8,181,4
142,54:37.8,181,1
4993,54:37.8,181,1
5550,54:37.8,181,2
4531,54:37.8,181,4
872,54:37.8,181,5
794,54:37.8,181,5
2933,54:37.8,181,5
1189,54:37.8,181,4
3874,54:37.8,181,4
5009,54:37.8,181,2
2275,54:37.8,181,2
3469,54:37.8,181,1
1902,54:37.8,181,5
1362,54:37.8,181,2
33,54:37.8,181,3
2832,54:37.8,181,5
1835,54:37.8,181,1
4812,54:37.8,181,1
3982,54:37.8,182,2
645,54:37.8,182,2
532,54:37.8,182,4
2980,54:37.8,182,5
4966,54:37.8,182,3
2138,54:37.8,182,2
5643,54:37.8,182,2
2647,54:37.8,182,2
4987,54:37.8,182,1
2107,54:37.8,182,1
1418,54:37.8,182,2
5567,54:37.8,182,1
3724,54:37.8,182,1
1662,54:37.8,182,3
734,54:37.8,182,5
1866,54:37.8,182,1
5253,54:37.8,182,1
5753,54:37.8,182,2
2179,54:37.8,182,1
1779,54:37.8,182,2
671,54:37.8,183,3
1900,54:37.8,183,3
3593,54:37.8,183,5
1084,54:37.8,183,3
4722,54:37.8,183,3
2704,54:37.8,183,3
1899,54:37.8,183,4
595,54:37.8,183,1
5563,54:37.8,183,1
5089,54:37.8,183,2
2446,54:37.8,183,4
4519,54:37.8,183,3
234,54:37.8,183,1
1253,54:37.8,183,5
1089,54:37.8,183,2
735,54:37.8,183,3
4075,54:37.8,183,4
511,54:37.8,183,3
3933,54:37.8,183,4
5636,54:37.8,183,4
3862,54:37.8,184,5
1887,54:37.8,184,3
5248,54:37.8,184,1
1051,54:37.8,184,1
3480,54:37.8,184,5
1678,54:37.8,184,2
2514,54:37.8,184,5
1161,54:37.8,184,2
314,54:37.8,184,1
5174,54:37.8,184,1
1682,54:37.8,184,4
2290,54:37.8,184,2
2846,54:37.8,184,1
1925,54:37.8,184,5
2685,54:37.8,184,3
2876,54:37.8,184,4
366,54:37.8,184,2
4758,54:37.8,184,4
1525,54:37.8,184,2
3956,54:37.8,184,3
1818,54:37.8,185,3
943,54:37.8,185,5
5662,54:37.8,185,5
81,54:37.8,185,2
3488,54:37.8,185,4
583,54:37.8,185,2
4531,54:37.8,185,4
5640,54:37.8,185,4
4835,54:37.8,185,1
1634,54:37.8,185,1
2457,54:37.8,185,4
920,54:37.8,185,3
2619,54:37.8,185,4
2583,54:37.8,185,5
1603,54:37.8,185,5
1549,54:37.8,185,5
1772,54:37.8,185,5
5231,54:37.8,185,3
2961,54:37.8,185,5
5375,54:37.8,185,3
5717,54:37.8,186,4
4526,54:37.8,186,3
4759,54:37.8,186,4
3653,54:37.8,186,1
1086,54:37.8,186,1
163,54:37.8,186,1
5713,54:37.8,186,5
4160,54:37.8,186,2
4717,54:37.8,186,5
5496,54:37.8,186,1
4149,54:37.8,186,3
2453,54:37.8,186,3
109,54:37.8,186,1
1698,54:37.8,186,3
562,54:37.8,186,3
1683,54:37.8,186,1
3591,54:37.8,186,3
2920,54:37.8,186,1
5687,54:37.8,186,1
1619,54:37.8,186,5
2984,54:37.8,187,3
3121,54:37.8,187,4
5148,54:37.8,187,1
1251,54:37.9,187,1
5656,54:37.9,187,4
3867,54:37.9,187,5
4111,54:37.9,187,1
5618,54:37.9,187,4
1198,54:37.9,187,2
3647,54:37.9,187,5
5684,54:37.9,187,1
2580,54:37.9,187,3
646,54:37.9,187,3
4133,54:37.9,187,2
4108,54:37.9,187,3
4905,54:37.9,187,4
1885,54:37.9,187,1
5581,54:37.9,187,5
2799,54:37.9,187,4
627,54:37.9,187,4
4028,54:37.9,188,2
4764,54:37.9,188,3
2391,54:37.9,188,5
4844,54:37.9,188,1
5671,54:37.9,188,4
4419,54:37.9,188,3
273,54:37.9,188,5
307,54:37.9,188,3
2938,54:37.9,188,4
35,54:37.9,188,2
2131,54:37.9,188,3
2052,54:37.9,188,1
1946,54:37.9,188,3
865,54:37.9,188,4
4282,54:37.9,188,1
3797,54:37.9,188,3
1548,54:37.9,188,1
1693,54:37.9,188,3
5236,54:37.9,188,3
4883,54:37.9,188,2
3312,54:37.9,189,1
3633,54:37.9,189,5
3187,54:37.9,189,4
3685,54:37.9,189,4
5375,54:37.9,189,1
1775,54:37.9,189,1
1122,54:37.9,189,1
2806,54:37.9,189,4
5721,54:37.9,189,2
5081,54:37.9,189,1
4769,54:37.9,189,3
363,54:37.9,189,1
896,54:37.9,189,4
829,54:37.9,189,5
5116,54:37.9,189,5
1506,54:37.9,189,4
2432,54:37.9,189,1
1570,54:37.9,189,4
3380,54:37.9,189,1
4296,54:37.9,189,1
1980,54:37.9,190,3
3084,54:37.9,190,5
4919,54:37.9,190,1
44,54:37.9,190,2
5326,54:37.9,190,4
1447,54:37.9,190,5
2439,54:37.9,190,2
1923,54:37.9,190,3
1501,54:37.9,190,1
5516,54:37.9,190,5
5081,54:37.9,190,1
4843,54:37.9,190,1
1875,54:37.9,190,4
3772,54:37.9,190,2
4500,54:37.9,190,3
3539,54:37.9,190,2
2571,54:37.9,190,1
5485,54:37.9,190,5
1195,54:37.9,190,2
3457,54:37.9,190,1
4523,54:37.9,191,4
5663,54:37.9,191,3
709,54:37.9,191,4
5777,54:37.9,191,3
3120,54:37.9,191,4
3282,54:37.9,191,1
327,54:37.9,191,5
436,54:37.9,191,3
4535,54:37.9,191,3
3449,54:37.9,191,4
2477,54:37.9,191,5
1956,54:37.9,191,4
3812,54:37.9,191,1
2306,54:37.9,191,2
5712,54:37.9,191,3
4063,54:37.9,191,3
765,54:37.9,191,1
575,54:37.9,191,5
1781,54:37.9,191,5
367,54:37.9,191,3
1645,54:37.9,192,4
3983,54:37.9,192,3
2467,54:37.9,192,3
78,54:37.9,192,3
4643,54:37.9,192,5
1741,54:37.9,192,4
2434,54:37.9,192,1
1705,54:37.9,192,5
1233,54:37.9,192,3
3539,54:37.9,192,4
3421,54:37.9,192,5
163,54:37.9,192,2
1662,54:37.9,192,3
2090,54:37.9,192,2
4377,54:37.9,192,5
1811,54:37.9,192,1
1904,54:37.9,192,4
58,54:37.9,192,5
4854,54:37.9,192,4
4232,54:37.9,192,5
1077,54:37.9,193,3
4154,54:37.9,193,2
1806,54:37.9,193,2
2435,54:37.9,193,2
734,54:37.9,193,5
3300,54:37.9,193,4
3568,54:37.9,193,1
2233,54:37.9,193,3
2760,54:37.9,193,1
5508,54:37.9,193,1
4845,54:37.9,193,1
1812,54:37.9,193,2
2433,54:37.9,193,5
1688,54:37.9,193,2
2047,54:37.9,193,4
5715,54:37.9,193,2
4600,54:37.9,193,5
3694,54:37.9,193,5
4837,54:37.9,193,3
3472,54:37.9,193,4
4897,54:37.9,194,5
4282,54:37.9,194,4
1548,54:37.9,194,4
606,54:37.9,194,2
1665,54:37.9,194,3
4269,54:37.9,194,5
4156,54:37.9,194,4
4223,54:37.9,194,3
1151,54:37.9,194,3
3853,54:37.9,194,3
1891,54:37.9,194,2
4959,54:37.9,194,3
4030,54:37.9,194,2
4661,54:37.9,194,1
4491,54:37.9,194,1
3379,54:37.9,194,5
995,54:37.9,194,4
3078,54:37.9,194,3
846,54:37.9,194,4
5765,54:37.9,194,5
1755,54:37.9,195,1
4836,54:37.9,195,5
433,54:37.9,195,2
922,54:37.9,195,4
3456,54:37.9,195,3
820,54:37.9,195,1
1935,54:37.9,195,1
1477,54:37.9,195,4
1666,54:37.9,195,1
3830,54:37.9,195,5
4217,54:37.9,195,4
3147,54:37.9,195,4
1570,54:37.9,195,4
1280,54:37.9,195,1
5218,54:37.9,195,5
1482,54:37.9,195,5
2840,54:37.9,195,1
3715,54:37.9,195,1
736,54:37.9,195,3
2131,54:37.9,195,5
178,54:37.9,196,4
3745,54:37.9,196,5
639,54:37.9,196,1
25,54:37.9,196,2
3005,54:37.9,196,5
4194,54:37.9,196,1
2792,54:37.9,196,4
3733,54:37.9,196,4
2642,54:37.9,196,3
4184,54:37.9,196,3
891,54:37.9,196,3
141,54:37.9,196,5
4151,54:37.9,196,2
3373,54:37.9,196,2
4566,54:37.9,196,2
2091,54:37.9,196,5
5734,54:37.9,196,4
4638,54:37.9,196,3
5098,54:37.9,196,4
4865,54:37.9,196,1
5561,54:37.9,197,4
2778,54:37.9,197,3
1283,54:37.9,197,3
2803,54:37.9,197,1
5445,54:37.9,197,5
2454,54:37.9,197,1
1068,54:37.9,197,5
3861,54:37.9,197,3
4514,54:37.9,197,5
3576,54:37.9,197,1
4793,54:37.9,197,3
5012,54:37.9,197,1
127,54:37.9,197,5
979,54:37.9,197,1
5593,54:37.9,197,3
3016,54:37.9,197,4
2150,54:37.9,197,3
443,54:37.9,197,2
1531,54:37.9,197,3
260,54:37.9,197,4
3928,54:37.9,198,4
1834,54:37.9,198,2
4359,54:37.9,198,4
4464,54:37.9,198,4
2582,54:37.9,198,5
3982,54:37.9,198,5
5798,54:37.9,198,2
1141,54:37.9,198,2
136,54:37.9,198,2
1570,54:37.9,198,2
1327,54:37.9,198,5
5766,54:37.9,198,1
5216,54:37.9,198,1
5428,54:37.9,198,4
3894,54:37.9,198,4
2167,54:37.9,198,1
2476,54:37.9,198,1
1082,54:37.9,198,2
2912,54:37.9,198,4
2889,54:37.9,198,5
162,54:37.9,199,2
4769,54:37.9,199,3
2246,54:37.9,199,5
4279,54:37.9,199,5
3237,54:37.9,199,5
2117,54:37.9,199,5
3263,54:37.9,199,1
3705,54:37.9,199,5
53,54:37.9,199,2
912,54:37.9,199,3
511,54:37.9,199,3
2264,54:37.9,199,1
1448,54:37.9,199,5
1115,54:37.9,199,2
780,54:37.9,199,1
3496,54:37.9,199,4
4152,54:37.9,199,3
250,54:37.9,199,5
3956,54:37.9,199,5
8,54:37.9,199,5
520,54:37.9,200,3
1985,54:37.9,200,3
5773,54:37.9,200,4
3414,54:37.9,200,5
5041,54:37.9,200,1
1063,54:37.9,200,1
4293,54:37.9,200,2
2769,54:37.9,200,1
1816,54:37.9,200,2
5819,54:37.9,200,1
2145,54:37.9,200,4
475,54:37.9,200,2
2871,54:37.9,200,3
913,54:37.9,200,5
3121,54:37.9,200,2
727,54:37.9,200,4
4922,54:37.9,200,5
316,54:37.9,200,1
212,54:37.9,200,4
4538,54:37.9,200,5
813,54:37.9,201,2
4170,54:37.9,201,3
3991,54:37.9,201,5
3541,54:37.9,201,1
3687,54:37.9,201,5
1364,54:37.9,201,5
661,54:37.9,201,5
2703,54:37.9,201,1
5193,54:37.9,201,5
1472,54:37.9,201,1
3622,54:37.9,201,3
4240,54:37.9,201,1
3428,54:37.9,201,4
4490,54:37.9,201,2
1712,54:37.9,201,2
4072,54:37.9,201,3
2156,54:37.9,201,3
3215,54:37.9,201,1
462,54:37.9,201,4
5050,54:37.9,201,4
5469,54:37.9,202,3
645,54:37.9,202,1
3474,54:37.9,202,3
4166,54:37.9,202,1
1145,54:37.9,202,5
5190,54:37.9,202,3
4930,54:37.9,202,1
1094,54:37.9,202,5
1629,54:37.9,202,3
4839,54:37.9,202,1
127,54:37.9,202,5
600,54:37.9,202,4
739,54:37.9,202,2
1172,54:37.9,202,1
3735,54:37.9,202,3
5178,54:37.9,202,1
2847,54:37.9,202,2
3984,54:37.9,202,5
4507,54:37.9,202,3
5657,54:37.9,202,5
5084,54:37.9,203,2
2282,54:37.9,203,2
1501,54:37.9,203,5
4056,54:37.9,203,1
1991,54:37.9,203,1
5154,54:37.9,203,3
3828,54:37.9,203,1
265,54:38.0,203,4
5332,54:38.0,203,2
754,54:38.0,203,1
5354,54:38.0,203,4
1673,54:38.0,203,1
1884,54:38.0,203,5
5642,54:38.0,203,3
5433,54:38.0,203,2
4727,54:38.0,203,4
829,54:38.0,203,1
3224,54:38.0,203,5
5434,54:38.0,203,2
3382,54:38.0,203,5
5017,54:38.0,204,5
1924,54:38.0,204,2
3216,54:38.0,204,4
5345,54:38.0,204,3
3737,54:38.0,204,1
5243,54:38.0,204,1
1527,54:38.0,204,1
4045,54:38.0,204,1
1239,54:38.0,204,5
5433,54:38.0,204,3
2351,54:38.0,204,3
4841,54:38.0,204,5
4232,54:38.0,204,5
3483,54:38.0,204,2
5584,54:38.0,204,1
197,54:38.0,204,5
381,54:38.0,204,5
3034,54:38.0,204,3
2156,54:38.0,204,3
5727,54:38.0,204,5
3769,54:38.0,205,4
475,54:38.0,205,3
4984,54:38.0,205,4
1716,54:38.0,205,2
854,54:38.0,205,4
1276,54:38.0,205,2
5768,54:38.0,205,3
5637,54:38.0,205,1
4595,54:38.0,205,5
3719,54:38.0,205,5
219,54:38.0,205,4
5820,54:38.0,205,4
398,54:38.0,205,5
2109,54:38.0,205,5
3610,54:38.0,205,4
4772,54:38.0,205,5
3271,54:38.0,205,2
3177,54:38.0,205,2
641,54:38.0,205,2
3927,54:38.0,205,2
3439,54:38.0,206,5
1260,54:38.0,206,3
1726,54:38.0,206,1
978,54:38.0,206,2
2348,54:38.0,206,3
3743,54:38.0,206,1
2406,54:38.0,206,4
3196,54:38.0,206,5
4575,54:38.0,206,5
4320,54:38.0,206,4
3146,54:38.0,206,4
5715,54:38.0,206,4
3247,54:38.0,206,4
3346,54:38.0,206,5
1798,54:38.0,206,1
5810,54:38.0,206,1
4431,54:38.0,206,1
4971,54:38.0,206,2
3351,54:38.0,206,4
4511,54:38.0,206,1
4839,54:38.0,207,2
4942,54:38.0,207,3
4063,54:38.0,207,5
1612,54:38.0,207,3
2073,54:38.0,207,5
3999,54:38.0,207,5
877,54:38.0,207,2
1685,54:38.0,207,1
4858,54:38.0,207,4
5497,54:38.0,207,5
5325,54:38.0,207,2
2437,54:38.0,207,2
2563,54:38.0,207,4
5665,54:38.0,207,5
5286,54:38.0,207,4
2545,54:38.0,207,1
465,54:38.0,207,2
1464,54:38.0,207,1
1067,54:38.0,207,5
1857,54:38.0,207,4
2882,54:38.0,208,4
4566,54:38.0,208,1
1311,54:38.0,208,1
5374,54:38.0,208,2
402,54:38.0,208,4
1759,54:38.0,208,4
473,54:38.0,208,1
1012,54:38.0,208,3
520,54:38.0,208,1
4129,54:38.0,208,2
2453,54:38.0,208,3
738,54:38.0,208,5
2841,54:38.0,208,2
2124,54:38.0,208,2
4676,54:38.0,208,3
4978,54:38.0,208,2
5741,54:38.0,208,3
2961,54:38.0,208,1
3995,54:38.0,208,3
2988,54:38.0,208,5
429,54:38.0,209,3
5469,54:38.0,209,4
5820,54:38.0,209,2
3656,54:38.0,209,2
643,54:38.0,209,5
1812,54:38.0,209,2
3265,54:38.0,209,5
5821,54:38.0,209,3
74,54:38.0,209,2
2169,54:38.0,209,1
2815,54:38.0,209,4
1109,54:38.0,209,4
5475,54:38.0,209,1
1894,54:38.0,209,4
1113,54:38.0,209,1
1310,54:38.0,209,3
4424,54:38.0,209,2
30,54:38.0,209,1
4317,54:38.0,209,5
3123,54:38.0,209,2
2868,54:38.0,210,5
3857,54:38.0,210,3
1100,54:38.0,210,3
3931,54:38.0,210,4
2464,54:38.0,210,3
1577,54:38.0,210,3
496,54:38.0,210,3
2006,54:38.0,210,5
1283,54:38.0,210,4
3061,54:38.0,210,1
512,54:38.0,210,3
182,54:38.0,210,4
510,54:38.0,210,4
3599,54:38.0,210,4
2000,54:38.0,210,4
384,54:38.0,210,5
2600,54:38.0,210,3
83,54:38.0,210,5
5315,54:38.0,210,1
3750,54:38.0,210,4
152,54:38.0,211,4
3996,54:38.0,211,2
2493,54:38.0,211,3
2875,54:38.0,211,5
2516,54:38.0,211,1
4435,54:38.0,211,1
4538,54:38.0,211,1
2088,54:38.0,211,1
988,54:38.0,211,4
1186,54:38.0,211,1
4244,54:38.0,211,3
4459,54:38.0,211,4
5116,54:38.0,211,5
1271,54:38.0,211,5
2765,54:38.0,211,2
4383,54:38.0,211,1
3114,54:38.0,211,3
804,54:38.0,211,5
951,54:38.0,211,2
2493,54:38.0,211,3
333,54:38.0,212,5
3009,54:38.0,212,2
5567,54:38.0,212,3
2682,54:38.0,212,1
207,54:38.0,212,3
2335,54:38.0,212,1
829,54:38.0,212,2
1600,54:38.0,212,2
1483,54:38.0,212,1
4638,54:38.0,212,4
2589,54:38.0,212,4
2893,54:38.0,212,5
2664,54:38.0,212,5
3353,54:38.0,212,5
4084,54:38.0,212,3
903,54:38.0,212,5
3296,54:38.0,212,3
5819,54:38.0,212,5
1649,54:38.0,212,3
4087,54:38.0,212,2
5369,54:38.0,213,4
3964,54:38.0,213,3
2048,54:38.0,213,2
5492,54:38.0,213,2
2017,54:38.0,213,1
2238,54:38.0,213,5
5106,54:38.0,213,2
775,54:38.0,213,5
5399,54:38.0,213,3
3587,54:38.0,213,4
5191,54:38.0,213,1
1729,54:38.0,213,1
718,54:38.0,213,1
3457,54:38.0,213,1
5491,54:38.0,213,1
3870,54:38.0,213,4
2549,54:38.0,213,1
498,54:38.0,213,3
572,54:38.0,213,3
5303,54:38.0,213,3
1038,54:38.0,214,2
3445,54:38.0,214,5
4678,54:38.0,214,3
1810,54:38.0,214,1
1245,54:38.0,214,2
3632,54:38.0,214,5
2503,54:38.0,214,1
3714,54:38.0,214,5
2721,54:38.0,214,4
5196,54:38.0,214,1
1787,54:38.0,214,3
1365,54:38.0,214,5
4142,54:38.0,214,2
4930,54:38.0,214,4
2963,54:38.0,214,3
4579,54:38.0,214,3
2237,54:38.0,214,4
3062,54:38.0,214,1
624,54:38.0,214,2
126,54:38.0,214,5
434,54:38.0,215,3
1672,54:38.0,215,4
245,54:38.0,215,5
4079,54:38.0,215,4
2811,54:38.0,215,4
1803,54:38.0,215,2
5529,54:38.0,215,3
2565,54:38.0,215,1
2682,54:38.0,215,1
4034,54:38.0,215,2
5630,54:38.0,215,4
2779,54:38.0,215,3
4558,54:38.0,215,1
1398,54:38.0,215,2
135,54:38.0,215,3
4549,54:38.0,215,2
751,54:38.0,215,3
1707,54:38.0,215,3
3997,54:38.0,215,3
1034,54:38.0,215,1
1759,54:38.0,216,3
2211,54:38.0,216,5
3960,54:38.0,216,1
5591,54:38.0,216,4
2808,54:38.0,216,5
5085,54:38.0,216,4
3417,54:38.0,216,1
3331,54:38.0,216,1
754,54:38.0,216,1
1733,54:38.0,216,2
5794,54:38.0,216,2
2586,54:38.0,216,3
4333,54:38.0,216,2
1234,54:38.0,216,2
128,54:38.0,216,3
1093,54:38.0,216,3
5146,54:38.0,216,5
2519,54:38.0,216,2
917,54:38.0,216,5
190,54:38.0,216,3
2243,54:38.0,217,5
2039,54:38.0,217,4
5303,54:38.0,217,3
3624,54:38.0,217,5
4431,54:38.0,217,5
5058,54:38.0,217,4
1519,54:38.0,217,2
1011,54:38.0,217,5
5401,54:38.0,217,2
4699,54:38.0,217,3
3465,54:38.0,217,4
1150,54:38.0,217,3
5638,54:38.0,217,4
999,54:38.0,217,1
4426,54:38.0,217,2
276,54:38.0,217,2
2388,54:38.0,217,1
207,54:38.0,217,5
384,54:38.0,217,5
3159,54:38.0,217,5
