id,wsdladdress,ipaddress,as
4689,http://www.bahvideo.com/services/SearchService.asmx?wsdl,174.36.212.150,AS36351 SoftLayer Technologies Inc.
4690,http://wsrp.bea.com/portal/boulder/weather.wsdl,null,null
4691,http://www.bedandbreakfast.com/AjaxMethods.asmx?wsdl,66.179.183.15,AS19296 Inflow Inc.
4692,http://www.bellasara.com/BellaSara/BellaWS.asmx?wsdl,70.42.161.210,AS14744 Internap Network Services Corporation
4693,http://www.bennadel.com/resources/webservices/Fun.cfc?wsdl,184.175.125.55,AS7393 CYBERCON INC.
4694,http://coa.berkeley.edu/coa-ws/services/ChartOfAccountsValidator?wsdl,169.229.216.200,AS25 University of California at Berkeley
4695,http://www.bethelmn.org/bethelproj/bethelwebservice.asmx?wsdl,50.97.225.32,null
4696,http://beth-israel.org/admin/ajax/VisitorTracker.asmx?wsdl,72.52.220.128,AS32244 Liquid Web Inc.
4697,http://www.beyondwhitespa.com/service/country.asmx?wsdl,64.202.163.213,AS26496 GoDaddy.com Inc.
4698,http://homemakeovers.bhg.com/WebServices/SearchService.asmx?wsdl,198.186.175.84,AS2386 AT&T Data Communications Services
4699,http://www.birdwellmusic.com/BirdwellMusicServices.asmx?wsdl,74.127.47.234,AS7393 CYBERCON INC.
4702,http://www.bktaxtranscripts.com/webservices/create-account.wsdl,72.32.26.159,AS33070 Rackspace Hosting
4702,http://www.bktaxtranscripts.com/webservices/create-account.wsdl,72.32.26.159,AS33070 Rackspace Hosting
4702,http://www.bktaxtranscripts.com/webservices/create-account.wsdl,72.32.26.159,AS33070 Rackspace Hosting
4703,http://dnsmanager1.blankserver.com/dnsmanager.asmx?wsdl,74.86.0.97,AS36351 SoftLayer Technologies Inc.
4704,http://live2.blinds.com/Blinds/Core/Events/server.php?wsdl,69.7.174.13,AS20013 CyrusOne
4705,http://demo.borland.com/AspNetDataTypes/DataTypes.asmx?wsdl,213.83.72.175,AS8586 Opal - Business division
4706,http://boudreauxs.net/admin/ajax/VisitorTracker.asmx?wsdl,206.188.192.72,AS6245 InterNIC Registration Services
4707,http://brainporn.net/service.asmx?wsdl,64.209.135.10,AS14415 Host Collective Inc.
4708,http://www.breakingpar.com/anygolfleague/home.nsf/DemoWebService?wsdl,98.215.83.134,AS33491 Comcast Cable Communications Inc.
4709,http://briarpatchbasketry.com/Baskets/Tools/Catalog.asmx?wsdl,50.63.202.30,null
4710,http://drorshalev.brinkster.net/dev/Service/default.asmx?wsdl,65.182.102.190,AS33055 Brinkster Communications Corporation
4711,http://aff2.broadjam.net/SOAP_SERVER.php/?wsdl,64.73.41.38,AS3599 Berbee Information Networks Corporation
4712,http://bryancave.com/FCWSite/BryanCaveWS/BCWebServices.asmx?wsdl,167.68.12.5,AS4583 West Publishing Corporation
4713,http://www.brytan.com/webservices/RemoteGateway.asmx?wsdl,174.133.82.242,AS21844 ThePlanet.com Internet Services Inc.
4714,http://businessphotosusa.com/getphoto.asmx?wsdl,199.125.13.174,AS12154 InfoUSA
4715,http://www.camphorizonsva.com/CH-Web/Global/SecureLogin.asmx?WSDL,66.207.78.75,AS7795 Ntelos Inc.
4716,http://search2.campingfriend.com/ajaxservice.asmx?wsdl,63.150.147.30,AS209 Qwest Communications Company LLC
4717,http://candidcostume.com/CRZService.asmx?WSDL,204.14.89.155,AS33552 Fluid Hosting LLC
4718,http://cmaxdemo.cardinalcommerce.com/CMaxAdmin/WebServices/CardinalMaxOMS.asmx?WSDL,67.17.219.17,AS22958 Fidelity Access Networks LLC
4719,http://webservice.careered.com/leadvendor/retrievecurrentvendordata.asmx?WSDL,216.49.218.16,AS19980 Career Education Corporation
4720,http://www.cazella.com/math.asmx?WSDL,97.74.42.79,AS26496 GoDaddy.com Inc.
4721,http://webservices.channelblade.com/cbupload/uploadfeeds.asmx?WSDL,71.16.42.142,AS1785 PaeTec Communications Inc.
4722,http://vonage.channelsuite.com/vonagews/InstallOrder.wsdl,205.232.168.48,AS1785 PaeTec Communications Inc.
4723,http://im.chinesemol.com/IMWebService/ManageUsersService.asmx?wsdl,69.43.161.174,AS22489 Castle Access Inc
4724,http://services.chumcity.net/CityTV/Entertainment/GetEntertainmentListingsService.asmx?WSDL,null,null
4725,http://mpip.cityofmobile.org/MpipWebService/GetPeopleSearch.asmx?WSDL,216.92.251.140,AS7859 pair Networks
4726,http://sws.clearforest.com/ws/sws.asmx?wsdl,72.32.209.190,AS33070 Rackspace Hosting
4727,http://www.cluein.com/vuService.asmx?WSDL,64.22.111.138,AS3595 Global Net Access LLC
4728,http://cluuz1.cluuz.com/Extract.asmx?WSDL,66.132.221.72,AS13601 Peer 1 Dedicated Hosting
4729,http://wsnew.sp.cm3consulting.com/smartparts.asmx?WSDL,65.52.216.42,AS8075 Microsoft Corp
4730,http://staging.awwa.cms-plus.com/AWWA/webservices/awwaservices/loginservice.asmx?wsdl,null,null
4731,http://deepthought.casos.cs.cmu.edu/ORASoap/ora.wsdl,128.2.42.10,AS9 Carnegie Mellon University
4732,http://www.cocacola.nl/memberservice2/CocaColaMemberService.asmx?WSDL,216.64.209.186,AS3561 Savvis
4733,http://coglianese.org/recipes/RecipeService.asmx?WSDL,67.175.248.43,AS33491 Comcast Cable Communications Inc.
4734,http://music.coinlists.com/services.asmx?wsdl,null,null
4735,http://www.colorpointprint.com/mail.asmx?WSDL,208.72.103.15,AS36394 Grid4 Communications Inc
4736,http://www.compkarori.com/wsdl/discordian.wsdl,216.166.85.14,AS3900 YHC Corporation
4737,http://euwssrvr.connectmevoice.com/Services.asmx?WSDL,72.32.150.152,AS33070 Rackspace Hosting
4738,http://mn.cosmeo.com/ws/homeScavengerHunt.cfc?wsdl,null,null
4739,http://www.craniumsoftworks.net/EMS_Service_Biz21/EMS_Service1.asmx?WSDL,69.20.125.156,AS27357 Rackspace Hosting
4740,http://www.creditcardclients.com/bta.asmx?WSDL,null,null
4741,http://www.crma.org/WebService.asmx?WSDL,72.50.253.137,AS14230 Involta
4742,http://csharper.net/ScriptService.asmx?WSDL,54.243.206.157,null
4743,http://www.cyhstar.net/TrxWS/Service.asmx?WSDL,50.78.140.105,null
4744,http://dataservice.org/mli/Webservices/AutoCompleteService.asmx?WSDL,167.21.9.14,AS30641 STATEOFDE - STATE OF DELAWARE
4745,http://www.dausman.net/Functions.asmx?WSDL,64.209.142.10,AS14415 Host Collective Inc.
4746,http://davenw.com/Monolith.asmx?WSDL,134.0.28.183,null
4747,http://dbvt.com/blog/api/BlogImporter.asmx?WSDL,192.169.62.124,null
4748,http://www.dealermojo.com/svc2/external.asmx?WSDL,66.161.8.98,AS16966 AT&T Internet Services
4749,http://www.debevoise.com/fcwsite/debevoisewebservice/load.asmx?WSDL,167.68.12.5,AS4583 West Publishing Corporation
4750,http://www.debtsettlementusa.com/service/leadintake.asmx?wsdl,63.111.4.7,AS11486 Worldcom Advance Networks
4751,http://services.deserthail.com/GeodataService/ServiceMaster.asmx?WSDL,70.39.146.241,AS25973 PacketExchange Global-AS
4752,http://www.discoverdance.co.uk/UKCoordinates/GeographicalCoord.asmx?wsdl,79.170.40.54,AS31727 Node4 Ltd UK
4753,http://dmci.ca/webservice/Template.asmx?WSDL,74.122.133.41,AS13826 DATA CENTERS CANADA INC.
4754,http://www.militaryblood.dod.mil/SlidesService.asmx?WSDL,null,null
4755,http://www.donecard.com/donecardservice.asmx?WSDL,124.153.75.209,AS17439 Netmagic Datacenter Mumbai
4756,http://www.dotnetjohn.com/services/guestbook.asmx?wsdl,96.31.35.13,AS14415 Host Collective Inc.
4757,http://cn.drm-x.com/HaihaisoftLicenseService.asmx?WSDL,69.175.10.211,AS32475 SingleHop
4758,http://sec.drorshalev.com/dev/Service/default.asmx?WSDL,65.182.101.89,AS33055 Brinkster Communications Corporation
4759,http://duringlunch.com/api/BlogImporter.asmx?WSDL,184.168.221.1,AS26496 GoDaddy.com Inc.
4760,http://resumeparserws.e1source.com/EconnResumeParserUsa.asmx?WSDL,74.208.231.73,AS8560 1&1 Internet AG
4761,http://www.easyfreight.com/ezmanager/Service.asmx?WSDL,23.24.47.68,null
4762,http://www.eatbetteramerica.com/Flashwebservice.asmx?wsdl,153.13.148.147,AS20478 General Mills
4763,http://services.edneeis.com/ErrorReporting.asmx?wsdl,66.159.241.33,AS19817 DSL Extreme
4764,http://educationplus.in/Webservice.asmx?WSDL,173.0.132.191,AS53628 Apyl Inc
4765,http://new.ehealthcompete.com/webservices/eis.wsdl,67.210.111.248,AS15244 Lunar Pages
4766,http://e-houses-for-rent.com/WebService.asmx?WSDL,204.145.65.225,AS29838 Atlantic Metro Communications
4767,http://eireads.com/Services/SiteServices.asmx?WSDL,50.63.202.15,null
4768,http://ekdahlrealestate.net/WebServices/GalleryService.asmx?WSDL,74.208.12.141,AS8560 1&1 Internet AG
4769,http://dev.ektron.com/workarea/webservices/contentws.asmx?WSDL,207.106.190.130,AS1785 PaeTec Communications Inc.
4770,http://www.eleadz.com/components/provider.cfc?wsdl,208.93.240.108,AS26900 FNIS - Fidelity National Information Solutions
4771,http://www.elearners.com/WebServices/external/ELearnersWebService.asmx?WSDL,69.20.30.75,AS27357 Rackspace Hosting
4772,http://www.elvedin.ca/PortfolioService/Service.asmx?WSDL,173.203.225.47,AS33070 Rackspace Hosting
4773,http://api.emaildirect.com/v1/api.asmx?WSDL,69.19.128.181,AS19864 O1COMM - O1 COMMUNICATIONS
4774,http://chopper.emassivestores.com/admin/WorkFlowService.asmx?wsdl,209.235.194.51,AS20284 INETu Inc.
4775,http://portal.emswireless.com/WebService/dbEMSW2.asmx?wsdl,74.255.62.215,AS6389 BellSouth.net Inc.
4776,http://www.enderminh.com/webservices/vietnameseconversions.asmx?WSDL,216.119.68.181,AS14992 CrystalTech Web Hosting Inc.
4777,http://echo.epsilon.com/webservices/echoengine/echowebservice.asmx?wsdl,159.127.158.22,AS21935 Epsilon Data Management
4778,http://www.eqsl.cc/WebServices/LogServices.asmx?wsdl,173.192.29.18,AS36351 SoftLayer Technologies Inc.
4779,http://www.etecnologia.net/samples/webservices/mathservice.asmx?WSDL,173.193.1.32,AS36351 SoftLayer Technologies Inc.
4780,http://lookup.ewoss.com/wasingertech_globaldata.asmx?WSDL,107.20.154.39,null
4781,http://experthomeoffers.com/ClientServices.asmx?WSDL,208.112.127.93,AS20021 HostMySite
4782,http://www.expoleadslive.com/leadsservice.asmx?WSDL,64.38.22.42,AS16805 Layered Technologies Inc.
4783,http://www.eyemaginations.com/cgi-bin/getWSDL.pl?wsdl=WebFunction.wsdl,54.243.192.2,null
4784,http://app.eyespeakenglish.com/EYESPEAK.WSDL,184.107.100.63,AS32613 iWeb Technologies Inc.
4785,http://profile.fanbox.com/API/FriendsAPI.asmx?WSDL,208.69.100.240,AS19469 SMS.ac Inc.
4786,http://www.farequest.com/FASTWebService.asmx?WSDL,50.63.202.10,null
4787,http://www.fathead.com/AutoComplete.asmx?WSDL,69.221.85.52,AS31890 Quicken Loans Inc.
4788,http://www.fepicop.pt/ws/Auth/Auth.wsdl,80.172.255.61,AS8426 ClaraNET
4789,http://webservices.file123.com/AffiliateFactory.asmx?WSDL,65.74.167.165,AS17018 HERAKLES - HERAKLES LLC
4790,http://www.fitnesswizard.com/Services/CalculationService.asmx?WSDL,64.79.160.13,AS14415 Host Collective Inc.
4791,http://fkp.com/admin/ajax/VisitorTracker.asmx?WSDL,null,null
4792,http://www.flashcash.com/signup/soap_localbilling.php?wsdl,99.192.224.144,AS27589 EOS - MOJOHOST
4793,http://api.floe.tv/Inode.asmx?WSDL,66.18.43.142,AS26827 EPB Telecom
4794,http://www.followtheclick.com/WebService.asmx?WSDL,173.165.1.201,AS33491 Comcast Cable Communications Inc.
4795,http://www.foxcentral.net/foxcentral.wsdl,209.216.162.15,AS11233 Gorge Networks Inc.
4796,http://frameplace.com/CustomFrame/CustomFrameService.asmx?WSDL,209.173.159.146,AS30504 Profitability.net
4797,http://api.fresno.edu/touchnet/tpgws.asmx?WSDL,50.203.69.62,null
4798,http://www.frightcatalog.com/WebServices.asmx?WSDL,66.135.35.81,AS13768 Peer 1 Network Inc.
4799,http://www.fsicatalog.com/webservices/orderprocessing.asmx?wsdl,null,null
4800,http://campusapps.fullerton.edu/GeneService/Service1.asmx?WSDL,137.151.127.120,AS2152 California State University Network
4801,http://www.funwithtape.com/Flash.asmx?wsdl,null,null
4802,http://www.g4tv.com/startrek20/spockmarket.asmx?WSDL,208.78.125.160,AS17060 E! Networks
4803,http://www.gamecheatsoftware.com/webservices/gamestats/mahjong_stat_submission.php?wsdl,64.244.61.61,AS25694 Atomic Data Centers LLC
4804,http://gamecp.com/gcplic/licencing.php?wsdl,74.121.182.84,AS15003 Nobis Technology Group LLC
4805,http://gatesinc.com/webServices/imagePull.asmx?WSDL,107.23.92.29,null
4806,http://www.geekymonkey.com/sms/smsservice.asmx?wsdl,174.122.140.228,AS21844 ThePlanet.com Internet Services Inc.
4807,http://geocoder.us/dist/eg/clients/GeoCoderPHP.wsdl,206.220.230.164,AS715 WoodyNet
4808,http://tools.georgia.org/ExploreGeorgiaServices.asmx?wsdl,66.230.201.207,AS30217 Desync Networks
4809,http://www.getthejob.com/webservices/s.asmx?WSDL,209.117.76.233,AS2828 XO Communications
4810,http://www.ghytred.com/NewsLook/News/NewsLookNews.asmx?WSDL,64.79.161.42,AS14415 Host Collective Inc.
4811,http://gis.glastonbury-ct.gov/ceo/ArcIMSCommunicator/Request.asmx?WSDL,38.106.4.69,AS174 Cogent/PSI
4812,http://test.globalplatform.ws/dv/gpcs/gpts/transactionservice.asmx?WSDL,null,null
4813,http://www.gluesoft.co.jp/Rss/RssSvc.asmx?WSDL,208.123.212.37,AS25745 Alentus Corporation
4814,http://ws.gmc-mtg.com/info/webloans.asmx?WSDL,65.83.225.229,AS6389 BellSouth.net Inc.
4815,http://enrolligence.goalquest.com/ws/gq.wsdl,216.203.48.230,AS7381 SunGard Availability Services USA
4816,http://www.goalslive.com/new/feed/feed.asmx?wsdl,null,null
4817,http://golffacility.com/api/crmteetimeapi.asmx?WSDL,216.178.110.31,AS17035 NBC UNIVERSAL
4818,http://instaconnect.golivemobile.com/gatewayws.php?wsdl,54.245.242.163,null
4819,http://www.go-mono.com/docs/server.asmx?wsdl,50.21.183.68,null
4820,http://crop.goofytalk.com/crop.asmx?WSDL,208.81.130.93,AS23052 ihost Solutions Inc.
4821,http://symphonie.goolara.net/radiofreeeurope/api/SymphonieApiWs.asmx?wsdl,66.211.100.47,AS11691 Evocative Inc.
4822,http://www.graceag.net/api/BlogImporter.asmx?wsdl,null,null
4823,http://www.grbhosts.org/ghostsws.asmx?WSDL,128.220.233.198,AS5723 Johns Hopkins University
4824,http://grbj.com/rss/headlines.asmx?WSDL,216.246.43.11,AS23352 Server Central Network
4825,http://greyoakscc.com/webServices/imagePull.asmx?WSDL,107.23.92.29,null
4826,http://www.grovelandsoftwarelabs.com/ModeExplorerWeb/MXP/ModeService.asmx?WSDL,50.63.202.87,null
4827,http://api.gtmwebservices.com/service.asmx?WSDL,null,null
4828,http://www.hacsc.com/xml/courses.cfc?wsdl,69.7.183.108,AS20013 CyrusOne
4829,http://test.hccrediteca.com/ws/icfg/wsa.asmx?WSDL,173.184.247.235,AS7029 Windstream Communications Inc
4830,http://www.headwinds.net/WebService.asmx?WSDL,97.74.215.173,AS26496 GoDaddy.com Inc.
4831,http://www.heroicsalmonleap.net/SudokuSolver/SudokuSolverWS.asmx?wsdl,null,null
4832,http://www.hiretouch.com/hiretouch/@management/jobs/jobpost/Service.asmx?WSDL,69.54.34.88,AS21709 Implex.net Inc.
4833,http://hlswap.com/_server/ResultNotification?wsdl,98.129.174.43,AS33070 Rackspace Hosting
4834,http://www.hmonline.com/WebServices.asmx?WSDL,64.34.185.200,AS30099 ServerBeach
4835,http://www.hollywoodfl.org/BCLA/CodeViolators.asmx?wsdl,208.90.188.251,AS23238 Icon Enterprises Inc.
4836,http://partners.homeloancenter.com/PartnerLeadGateway/TestLeadService.asmx?WSDL,null,null
4837,http://www.homezonemedia.com/XML/HomeZoneMedia.asmx?WSDL,70.250.105.27,AS2386 AT&T Data Communications Services
4838,http://www.horizonsconsulting.net/Global/SecureLogin.asmx?WSDL,66.207.78.75,AS7795 Ntelos Inc.
4839,http://horizonsoutdoorlearningcenter.com/Global/SecureLogin.asmx?WSDL,64.203.146.83,AS7795 Ntelos Inc.
4840,http://www.horizonsyouthservices.com/HYS-Web/Global/SecureLogin.asmx?WSDL,64.203.146.83,AS7795 Ntelos Inc.
4841,http://houseoncrete.gr/Locations.asmx?WSDL,72.167.42.185,AS26496 GoDaddy.com Inc.
4842,http://hle.htzpartners.com/locationSearch/locationRouting.asmx?wsdl,12.41.200.61,AS7018 AT&T Services Inc.
4843,http://www.huberstyle.com/slxws/calc.asmx?wsdl,208.109.181.41,AS26496 GoDaddy.com Inc.
4844,http://hurricanetechnology.net/services/BiorhythmService?wsdl,205.234.215.170,AS23352 Server Central Network
4845,http://lab.bcb.iastate.edu/sandbox/yves/metnet/metnet3/service/metnet3.asmx?WSDL,129.186.1.99,AS2698 Iowa State University
4846,http://www.idigitalphoto.com/WebService/Dictionary.asmx?WSDL,208.101.53.154,AS36351 SoftLayer Technologies Inc.
4847,http://www.ignyte.com/webservices/ignyte.whatsshowing.webservice/moviefunctions.asmx?wsdl,209.204.74.212,AS10823 NetCarrier Inc.
4848,http://ilion-strategies.com/ws/validphonemx.asmx?WSDL,216.177.71.7,AS14415 Host Collective Inc.
4849,http://immortalityinternational.com/number2words/service.asmx?WSDL,173.201.150.1,AS26496 GoDaddy.com Inc.
4850,http://www.indianacrop.org/LablinkWS/LablinkWS.asmx?WSDL,72.12.195.77,AS11114 Wintek Corporation
4851,http://www.infidev.net/couponservice.asmx?WSDL,null,null
4852,http://www.infinian.net/couponservice.asmx?WSDL,null,null
4853,http://beta.informars.com/webservices/portalapi/service.asmx?WSDL,209.189.85.70,AS2914 NTT America Inc.
4854,http://www.inmolink.net/WebService/InmolinkInterface.asmx?wsdl,82.165.47.119,AS8560 1&1 Internet AG
4855,http://www.interlacken.com/webdbpgm/ch14svc/adsvc.asmx?WSDL,null,null
4856,http://recipews.internet-staging.com/recipes.asmx?WSDL,12.1.219.22,AS2386 AT&T Data Communications Services
4857,http://beta.intertask.com/F1BostonWebService/f1.asmx?wsdl,63.251.136.246,AS27382 ColoSpace Inc.
4858,http://www.intraworks.net/DVDDatabase/MovieInformation.asmx?WSDL,67.228.212.103,AS36351 SoftLayer Technologies Inc.
4859,http://ws.ip2location.com/ip2locationwebservice.asmx?wsdl,174.129.0.77,AS14618 Amazon.com Inc.
4860,http://ioi-lead.apps.islandone.biz/service.asmx?wsdl,174.120.132.251,AS21844 ThePlanet.com Internet Services Inc.
4861,http://examples.itko.com/itko-examples/services/UserControlService?wsdl,208.101.52.250,AS36351 SoftLayer Technologies Inc.
4862,http://itmusa.net/getdotnetnews.asmx?wsdl,64.79.167.7,AS14415 Host Collective Inc.
4863,http://ittyurl.net/IttyUrlService.asmx?wsdl,96.31.35.44,AS14415 Host Collective Inc.
4864,http://iunknownteam.com/GetData.asmx?WSDL,64.8.122.145,AS17393 Trip.net Inc.
4865,http://www.jangle.net/ws/AircraftData.asmx?wsdl,64.79.167.6,AS14415 Host Collective Inc.
4866,http://tumor.informatics.jax.org/mtbws/services/StrainService?wsdl,209.222.206.139,AS557 University of Maine System
4867,http://ims.jocogov.org/webservices/AddressWebService/AddressWebService.asmx?wsdl,65.120.166.75,AS209 Qwest Communications Company LLC
4868,http://joeuser.com/ws/Cache.asmx?WSDL,74.204.71.251,AS26554 US Signal Company L.L.C.
4869,http://beta.jwatch.org/Services/Service.asmx?WSDL,208.28.24.60,AS1239 Sprint
4870,http://kamalpatel.net/ConvertCSharp2VBService.asmx?wsdl,65.182.101.18,AS33055 Brinkster Communications Corporation
4871,http://kghn77.kghost.net/wsrv/wsrv_TranslationRequest.asmx?wsdl,172.16.0.8,null
4872,http://klickfile.com/kfclientservice/service.asmx?WSDL,166.70.101.210,AS6315 XMission L.C.
4873,http://currencyconverter.kowabunga.net/converter.asmx?WSDL,216.54.223.212,AS4323 tw telecom holdings Inc.
4874,http://ratest.langate.net/RA/WebServices/WebService.asmx?WSDL,209.131.116.236,AS26163 Datagram Inc.
4875,http://staging.launchfire.com/GMAC/realestate/webservice/server.php?WSDL,54.243.110.212,null
4876,http://www.launchtechnologies.com/JobApplication/JobApplication.asmx?WSDL,null,null
4877,http://web.services.leveragesoftware.com/v4.6/invitation/invitationservice.asmx?WSDL,108.166.30.144,null
4878,http://soe-qa.ae.lgrelease.com/simulator.asmx?WSDL,67.18.125.7,AS21844 ThePlanet.com Internet Services Inc.
4879,http://www.lightcastlegroup.com/webservice.asmx?WSDL,71.241.150.24,AS19262 Verizon Online LLC
4880,http://www.linricsoftware.com/psychlib/PsyCalcWS.WSDL,null,null
4881,http://mailman.listopica.com/MailManager.asmx?WSDL,184.106.243.109,AS19994 Rackspace Hosting
4882,http://livecycledata.org/services/ProductWS?WSDL,208.73.211.152,AS33626 Oversee.net
4883,http://livegadgets.net/service.asmx?WSDL,208.73.210.207,AS33626 Oversee.net
4884,http://api.livehelpgenie.com/index.asmx?WSDL,5.9.48.66,null
4885,http://www.lizzwright.net/webservices/v4.0/int/MemberService.asmx?WSDL,167.167.24.137,AS11329 USinternetworking Inc
4886,http://services.logtechnology.net/abm3.asmx?WSDL,64.34.170.228,AS30099 ServerBeach
4887,http://logtel.com/conferences/SlideService.asmx?WSDL,212.199.184.221,AS9116 012 Smile Communications Main Autonomous System
4888,http://main.losthighwayrecords.com/webservices/v4.0/int/MemberService.asmx?WSDL,167.167.24.135,AS11329 USinternetworking Inc
4889,http://lostsprings.com/weather/WeatherService.asmx?WSDL,206.111.140.171,AS2828 XO Communications
4890,http://mail.maibor.com/Services/svcAliasAdmin.asmx?WSDL,174.37.112.167,AS36351 SoftLayer Technologies Inc.
4891,http://xml.majesticusa.com/service.asmx?WSDL,199.59.98.148,null
4892,http://datameal-mongoose.majlab.com/ws2/index.php?wsdl&PHPSESSID=c786ec4a7fea8b6ef5ac31bd6297f0e6,69.163.169.122,AS26347 New Dream Network LLC
4893,http://www.maniezo.com.br/webservice/soap-server.php?wsdl,184.173.202.160,AS21844 ThePlanet.com Internet Services Inc.
4894,http://www.maritimeyellowpages.com/ws/LinkExchange.asmx?wsdl,174.128.194.66,AS26878 Towerstream I Inc.
4895,http://markitup.com/(A(WlO-nR88M7Uj_QNtcjwbM7G3L3ohF62vcUZynB3q2xF2Ifz7fTk1bHK-9GPURVRXQ3Zev8K2lvrc8hyn_-G55KdevNLQrKhyVTosRqa3U2g1))/WebServices/TimeZones.asmx?wsdl,66.129.120.20,AS19271 Peak 10
4896,http://www.maslan.org/TrafficService.asmx?WSDL,50.63.202.26,null
4897,http://maurycarter.com/DLService.asmx?WSDL,216.53.213.69,AS14288 MPInet Inc.
4898,http://www.maxmind.com/app/minfraud_soap_wsdl,174.36.207.186,AS36351 SoftLayer Technologies Inc.
4899,http://www.maybelline.com/ws/mca.asmx?WSDL,216.255.76.175,AS3707 Digex Incorporated.
4900,http://media-drm.com/haihaisoftlicenseservice.asmx?WSDL,64.56.65.12,AS22439 Vrtservers Inc
4901,http://ws.melissadata.com/dqws/address.asmx?wsdl,216.231.3.162,AS22773 Cox Communications Inc.
4902,http://merchantstire.com/service/TireKingdom.asmx?WSDL,209.62.148.14,AS11329 USinternetworking Inc
4903,http://metaveh.co.il/Services/SiteServices.asmx?WSDL,null,null
4904,http://www.mgenmanager.com/importleads/import.asmx?wsdl,null,null
4905,http://www.mikemoss.com/EM/ErrorMailer.asmx?wsdl,184.168.19.1,AS26496 GoDaddy.com Inc.
4906,http://www.mikepope.com/blog/blogfeed.asmx?wsdl,96.31.33.35,AS14415 Host Collective Inc.
4907,http://mlbs.net/nacgeoservices/geoservices.asmx?wsdl,23.23.193.92,null
4908,http://sms.mobileart.com/sms_receive.wsdl,174.129.212.2,AS14618 Amazon.com Inc.
4909,http://www.mobileinfosms.com/webservice/enviaInfoSMS.asmx?WSDL,74.53.165.162,AS21844 ThePlanet.com Internet Services Inc.
4910,http://www.mondor.org/ces/rates.asmx?WSDL,208.43.85.128,AS36351 SoftLayer Technologies Inc.
4911,http://www.montgomerycountyspca.org/PetImage.asmx?wsdl,216.15.150.242,AS7393 CYBERCON INC.
4912,http://www.moral-politics.com/xpolitics.asmx?WSDL,216.38.129.68,AS6994 Fastmetrics LLC
4913,http://www.mrdefaultservices.net/FileTransfer.asmx?WSDL,null,null
4914,http://www.mrdefaultservicestest.net/FileTransfer.asmx?WSDL,null,null
4915,http://www.msdsonline.com/comet/comet.asmx?WSDL,209.3.41.150,AS209 Qwest Communications Company LLC
4916,http://www.muslim-calendar.com/mcWebServices.asmx?WSDL,192.96.208.159,null
4917,http://mycusthelpadmin.com/UPCLIVENL/ZAdmin/_ws/_wslib.asmx?wsdl,208.78.169.131,AS17223 Latisys-Chicago LLC
4918,http://webservices.mypeople.com/shippingengine/shippingfulfillment.asmx?WSDL,63.209.193.142,AS25645 Momentum Telecom Inc.
4919,http://www.mypopchecker.com/webservices/mypopinfo.asmx?WSDL,null,null
4920,http://kb.myrsi.com/WebServices/Glossary.asmx?WSDL,72.52.251.112,AS32244 Liquid Web Inc.
4921,http://mail3.navneservice.com/services/svcUserAdmin.asmx?WSDL,222.122.179.231,AS4766 Korea Telecom
4922,http://beta.nejm.org/Services/Service.asmx?WSDL,129.41.23.185,AS18713 IBM
4923,http://www.nermins.net/api/BlogImporter.asmx?wsdl,50.63.202.92,null
4924,http://www.netdirector.biz:7001/web-services/NetDirectorTransactionExchange?WSDL,72.15.248.180,AS19271 Peak 10
4925,http://www.neurofuzz.com/modules/cryptoService/cryptoSOAP.php?wsdl,74.208.35.210,AS8560 1&1 Internet AG
4926,http://newcenturyhomes.gr/Locations.asmx?WSDL,null,null
4927,http://www.nexus6studio.net/api/BlogImporter.asmx?WSDL,208.109.216.3,AS26496 GoDaddy.com Inc.
4928,http://www.nickhodge.com/nhodge/finnwords/finnwords.wsdl,59.167.244.222,AS4739 Internode Systems Pty Ltd
4929,http://currency.niekutis.net/currency.asmx?wsdl,5.9.237.100,null
4930,http://leads.nlservice.net/WebServices/NTLServices.asmx?WSDL,50.63.84.51,null
4931,http://www.nonplus.net/geek/samples/books.php?wsdl,67.222.107.142,AS33494 IH Networks
4932,http://www.notableandquotable.com/RandomQuote.asmx?wsdl,173.242.123.185,AS46664 VolumeDrive
4933,http://api.notch.es/soap/output.asmx?WSDL,107.21.107.43,null
4934,http://www.notessidan.se/A55B53/blogg.nsf/notessidan?WSDL,62.20.93.20,AS3301 TeliaNet Sweden
4935,http://scisalliance.scis.nova.edu/mmis657_fall_2002/quintani/q6b/WeightService.asmx?WSDL,137.52.130.45,AS33670 Nova University
4936,http://www2.nr.edu/employees/suggest_a_name.asmx?WSDL,164.106.120.80,AS22845 Virginia Community College System
4937,http://ntb.com/service/TireKingdom.asmx?WSDL,209.62.148.14,AS11329 USinternetworking Inc
4938,http://evernet.nwmls.com/evernetqueryservice/evernetquery.asmx?wsdl,70.103.125.38,AS7385 Integra Telecom Inc.
4939,http://www.obovo.com/services/SearchService.asmx?WSDL,208.43.207.176,AS36351 SoftLayer Technologies Inc.
4940,http://3pi.oeconnection.com/cip/cip.asmx?WSDL,64.37.235.62,AS3561 Savvis
4941,http://www.onlinefilefolder.com/soap/public/PCServer.php?wsdl,216.69.186.142,AS26496 GoDaddy.com Inc.
4942,http://www.onlinegolfchallenge.com/golfserver.asmx?wsdl,71.241.150.36,AS19262 Verizon Online LLC
4943,http://www.onlinesalescentral.com/OrderFeed/OrderFeed.asmx?WSDL,173.251.85.4,AS6128 Cablevision Systems Corp.
