id,servicio,fecha,usuario,calificacion
2712,746,54:37.5,135,3
2713,420,54:37.5,135,1
2714,356,54:37.5,135,2
2715,2915,54:37.5,135,1
2716,1585,54:37.5,135,1
2717,1730,54:37.5,135,4
2718,5810,54:37.5,135,2
2719,2778,54:37.5,135,3
2720,1406,54:37.5,136,2
2721,4130,54:37.5,136,3
2722,5562,54:37.5,136,5
2723,3125,54:37.5,136,2
2724,4021,54:37.5,136,4
2725,1565,54:37.5,136,4
2726,57,54:37.5,136,4
2727,4523,54:37.5,136,4
2728,2832,54:37.5,136,4
2729,2453,54:37.5,136,4
2730,1023,54:37.5,136,3
2731,4655,54:37.5,136,2
2732,1666,54:37.5,136,2
2733,1433,54:37.5,136,5
2734,4985,54:37.5,136,4
2735,2875,54:37.5,136,4
2736,368,54:37.5,136,2
2737,2890,54:37.5,136,1
2738,2975,54:37.5,136,2
2739,312,54:37.5,136,2
2740,128,54:37.5,137,3
2741,2456,54:37.5,137,1
2742,1277,54:37.5,137,4
2743,2333,54:37.5,137,2
2744,2528,54:37.5,137,5
2745,4276,54:37.5,137,2
2746,5171,54:37.5,137,5
2747,3496,54:37.5,137,2
2748,463,54:37.5,137,1
2749,1222,54:37.5,137,5
2750,4596,54:37.5,137,3
2751,3037,54:37.5,137,3
2752,1344,54:37.5,137,2
2753,4229,54:37.5,137,4
2754,3414,54:37.5,137,2
2755,5355,54:37.5,137,2
2756,5602,54:37.5,137,5
2757,3570,54:37.5,137,4
2758,402,54:37.5,137,2
2759,877,54:37.5,137,3
2760,5483,54:37.5,138,2
2761,422,54:37.5,138,4
2762,2092,54:37.5,138,5
2763,2741,54:37.5,138,3
2764,3236,54:37.5,138,1
2765,519,54:37.5,138,3
2766,612,54:37.5,138,1
2767,5068,54:37.5,138,5
2768,5304,54:37.5,138,3
2769,2824,54:37.5,138,1
2770,5527,54:37.5,138,4
2771,3817,54:37.5,138,5
2772,2966,54:37.5,138,2
2773,2084,54:37.5,138,2
2774,5618,54:37.5,138,3
2775,1131,54:37.5,138,4
2776,1489,54:37.5,138,3
2777,3499,54:37.5,138,1
2778,2253,54:37.5,138,2
2779,4127,54:37.5,138,1
2780,3081,54:37.5,139,2
2781,5669,54:37.5,139,5
2782,3577,54:37.5,139,4
2783,2234,54:37.5,139,1
2784,3260,54:37.5,139,1
2785,4014,54:37.5,139,3
2786,4906,54:37.5,139,3
2787,2657,54:37.5,139,3
2788,3610,54:37.5,139,4
2789,3149,54:37.5,139,2
2790,781,54:37.5,139,1
2791,365,54:37.5,139,4
2792,963,54:37.5,139,4
2793,5666,54:37.5,139,2
2794,566,54:37.5,139,3
2795,3897,54:37.5,139,2
2796,2492,54:37.5,139,5
2797,1300,54:37.5,139,3
2798,1573,54:37.5,139,3
2799,1273,54:37.5,139,4
2800,5617,54:37.5,140,5
2801,4695,54:37.5,140,1
2802,2379,54:37.5,140,4
2803,1161,54:37.5,140,4
2804,1656,54:37.5,140,2
2805,5209,54:37.5,140,4
2806,4694,54:37.5,140,5
2807,4306,54:37.5,140,1
2808,176,54:37.5,140,3
2809,3680,54:37.5,140,1
2810,4306,54:37.5,140,1
2811,4579,54:37.5,140,1
2812,2185,54:37.5,140,1
2813,5124,54:37.5,140,3
2814,1077,54:37.5,140,3
2815,3945,54:37.5,140,3
2816,1660,54:37.5,140,3
2817,1817,54:37.5,140,5
2818,505,54:37.5,140,3
2819,104,54:37.5,140,4
2820,2590,54:37.5,141,5
2821,2739,54:37.5,141,2
2822,4001,54:37.5,141,3
2823,2493,54:37.5,141,4
2824,5056,54:37.5,141,5
2825,597,54:37.5,141,1
2826,2049,54:37.5,141,2
2827,5773,54:37.5,141,1
2828,2632,54:37.5,141,4
2829,1495,54:37.5,141,4
2830,695,54:37.5,141,2
2831,2329,54:37.5,141,4
2832,182,54:37.5,141,4
2833,2932,54:37.5,141,4
2834,324,54:37.5,141,5
2835,2300,54:37.5,141,3
2836,5392,54:37.5,141,3
2837,144,54:37.5,141,5
2838,3535,54:37.5,141,2
2839,2647,54:37.5,141,4
2840,4253,54:37.5,142,2
2841,2030,54:37.5,142,3
2842,483,54:37.5,142,2
2843,3650,54:37.5,142,2
2844,2861,54:37.5,142,2
2845,4825,54:37.5,142,3
2846,2370,54:37.5,142,5
2847,4086,54:37.5,142,1
2848,448,54:37.5,142,5
2849,2214,54:37.5,142,4
2850,5068,54:37.5,142,1
2851,4341,54:37.5,142,4
2852,2904,54:37.5,142,2
2853,4632,54:37.5,142,4
2854,210,54:37.5,142,1
2855,1563,54:37.5,142,3
2856,2283,54:37.5,142,4
2857,1995,54:37.5,142,4
2858,1168,54:37.5,142,5
2859,3573,54:37.5,142,3
2860,5343,54:37.5,143,3
2861,622,54:37.5,143,5
2862,4527,54:37.5,143,5
2863,4755,54:37.5,143,5
2864,425,54:37.5,143,5
2865,4211,54:37.5,143,2
2866,3220,54:37.5,143,4
2867,1339,54:37.5,143,3
2868,3153,54:37.5,143,4
2869,3052,54:37.5,143,1
2870,3265,54:37.5,143,4
2871,329,54:37.5,143,5
2872,556,54:37.5,143,2
2873,199,54:37.5,143,5
2874,2711,54:37.5,143,1
2875,4928,54:37.5,143,2
2876,321,54:37.5,143,4
2877,4100,54:37.5,143,4
2878,1394,54:37.5,143,5
2879,2591,54:37.5,143,5
2880,1085,54:37.5,144,5
2881,38,54:37.5,144,2
2882,2968,54:37.6,144,5
2883,1876,54:37.6,144,3
2884,444,54:37.6,144,4
2885,3630,54:37.6,144,5
2886,2987,54:37.6,144,2
2887,729,54:37.6,144,1
2888,679,54:37.6,144,4
2889,2430,54:37.6,144,2
2890,5681,54:37.6,144,3
2891,4957,54:37.6,144,1
2892,1311,54:37.6,144,2
2893,3804,54:37.6,144,5
2894,5015,54:37.6,144,5
2895,3545,54:37.6,144,4
2896,943,54:37.6,144,4
2897,4195,54:37.6,144,5
2898,4189,54:37.6,144,5
2899,2228,54:37.6,144,4
2900,154,54:37.6,145,3
2901,2002,54:37.6,145,4
2902,1275,54:37.6,145,3
2903,3405,54:37.6,145,5
2904,4566,54:37.6,145,1
2905,89,54:37.6,145,5
2906,5242,54:37.6,145,5
2907,416,54:37.6,145,4
2908,4224,54:37.6,145,3
2909,2143,54:37.6,145,3
2910,3287,54:37.6,145,4
2911,2508,54:37.6,145,1
2912,3056,54:37.6,145,5
2913,2083,54:37.6,145,5
2914,193,54:37.6,145,4
2915,2623,54:37.6,145,1
2916,4269,54:37.6,145,4
2917,342,54:37.6,145,3
2918,386,54:37.6,145,4
2919,2333,54:37.6,145,2
2920,4406,54:37.6,146,5
2921,1279,54:37.6,146,5
2922,3319,54:37.6,146,1
2923,971,54:37.6,146,3
2924,4392,54:37.6,146,4
2925,556,54:37.6,146,5
2926,4260,54:37.6,146,5
2927,5129,54:37.6,146,3
2928,1953,54:37.6,146,3
2929,4094,54:37.6,146,1
2930,5709,54:37.6,146,4
2931,3413,54:37.6,146,1
2932,4437,54:37.6,146,4
2933,5289,54:37.6,146,4
2934,710,54:37.6,146,1
2935,3798,54:37.6,146,5
2936,2743,54:37.6,146,5
2937,4168,54:37.6,146,2
2938,3219,54:37.6,146,4
2939,368,54:37.6,146,1
2940,5699,54:37.6,147,5
2941,2255,54:37.6,147,5
2942,2608,54:37.6,147,2
2943,1,54:37.6,147,5
2944,689,54:37.6,147,3
2945,3165,54:37.6,147,1
2946,5153,54:37.6,147,3
2947,537,54:37.6,147,2
2948,913,54:37.6,147,5
2949,4862,54:37.6,147,3
2950,4950,54:37.6,147,1
2951,1832,54:37.6,147,5
2952,750,54:37.6,147,5
2953,5794,54:37.6,147,5
2954,2070,54:37.6,147,4
2955,1473,54:37.6,147,2
2956,1743,54:37.6,147,4
2957,3344,54:37.6,147,2
2958,4688,54:37.6,147,3
2959,4134,54:37.6,147,5
2960,1828,54:37.6,148,4
2961,2197,54:37.6,148,1
2962,404,54:37.6,148,5
2963,4469,54:37.6,148,1
2964,1246,54:37.6,148,2
2965,4657,54:37.6,148,5
2966,5267,54:37.6,148,1
2967,5203,54:37.6,148,4
2968,1670,54:37.6,148,1
2969,3341,54:37.6,148,3
2970,2046,54:37.6,148,1
2971,3465,54:37.6,148,3
2972,2849,54:37.6,148,5
2973,2923,54:37.6,148,3
2974,12,54:37.6,148,5
2975,909,54:37.6,148,1
2976,4842,54:37.6,148,3
2977,1245,54:37.6,148,4
2978,4844,54:37.6,148,1
2979,1708,54:37.6,148,3
2980,2359,54:37.6,149,5
2981,2368,54:37.6,149,4
2982,1789,54:37.6,149,5
2983,1806,54:37.6,149,5
2984,5056,54:37.6,149,2
2985,44,54:37.6,149,2
2986,2270,54:37.6,149,3
2987,2159,54:37.6,149,3
2988,2809,54:37.6,149,2
2989,1081,54:37.6,149,5
2990,3990,54:37.6,149,3
2991,3974,54:37.6,149,4
2992,4552,54:37.6,149,5
2993,2381,54:37.6,149,5
2994,5014,54:37.6,149,1
2995,3411,54:37.6,149,5
2996,133,54:37.6,149,1
2997,3016,54:37.6,149,2
2998,257,54:37.6,149,5
2999,889,54:37.6,149,5
3000,87,54:37.6,150,1
3001,505,54:37.6,150,2
3002,3320,54:37.6,150,2
3003,4744,54:37.6,150,5
3004,4291,54:37.6,150,3
3005,4338,54:37.6,150,2
3006,1976,54:37.6,150,3
3007,4142,54:37.6,150,3
3008,4398,54:37.6,150,2
3009,4976,54:37.6,150,3
3010,1447,54:37.6,150,4
3011,4537,54:37.6,150,1
3012,2848,54:37.6,150,2
3013,3551,54:37.6,150,5
3014,4236,54:37.6,150,3
3015,1636,54:37.6,150,1
3016,5011,54:37.6,150,2
3017,1702,54:37.6,150,5
3018,4546,54:37.6,150,2
3019,3491,54:37.6,150,1
3020,2877,54:37.6,151,2
3021,4482,54:37.6,151,4
3022,2027,54:37.6,151,1
3023,485,54:37.6,151,5
3024,5272,54:37.6,151,2
3025,952,54:37.6,151,3
3026,1835,54:37.6,151,2
3027,3901,54:37.6,151,4
3028,3719,54:37.6,151,5
3029,3237,54:37.6,151,3
3030,5109,54:37.6,151,2
3031,4169,54:37.6,151,4
3032,3713,54:37.6,151,1
3033,5075,54:37.6,151,4
3034,3321,54:37.6,151,4
3035,4185,54:37.6,151,5
3036,5182,54:37.6,151,1
3037,817,54:37.6,151,1
3038,1297,54:37.6,151,1
3039,4564,54:37.6,151,3
3040,4541,54:37.6,152,4
3041,2828,54:37.6,152,3
3042,4419,54:37.6,152,5
3043,65,54:37.6,152,1
3044,4747,54:37.6,152,3
3045,2274,54:37.6,152,1
3046,4740,54:37.6,152,1
3047,4570,54:37.6,152,2
3048,2471,54:37.6,152,4
3049,2353,54:37.6,152,1
3050,5157,54:37.6,152,4
3051,3455,54:37.6,152,4
3052,1673,54:37.6,152,5
3053,5405,54:37.6,152,1
3054,1981,54:37.6,152,2
3055,3685,54:37.6,152,1
3056,4097,54:37.6,152,3
3057,5618,54:37.6,152,2
3058,4867,54:37.6,152,4
3059,4682,54:37.6,152,3
3060,784,54:37.6,153,3
3061,4631,54:37.6,153,4
3062,1807,54:37.6,153,5
3063,2579,54:37.6,153,5
3064,4589,54:37.6,153,1
3065,5064,54:37.6,153,1
3066,1845,54:37.6,153,5
3067,1554,54:37.6,153,5
3068,4892,54:37.6,153,4
3069,5618,54:37.6,153,1
3070,4461,54:37.6,153,5
3071,1702,54:37.6,153,2
3072,1606,54:37.6,153,2
3073,190,54:37.6,153,1
3074,1108,54:37.6,153,4
3075,4699,54:37.6,153,1
3076,2361,54:37.6,153,4
3077,3246,54:37.6,153,1
3078,2092,54:37.6,153,5
3079,838,54:37.6,153,5
3080,642,54:37.6,154,4
3081,879,54:37.6,154,3
3082,3071,54:37.6,154,4
3083,5598,54:37.6,154,1
3084,3259,54:37.6,154,2
3085,492,54:37.6,154,2
3086,2859,54:37.6,154,1
3087,3860,54:37.6,154,5
3088,2755,54:37.6,154,2
3089,663,54:37.6,154,4
3090,4780,54:37.6,154,2
3091,4259,54:37.6,154,2
3092,5022,54:37.6,154,4
3093,5746,54:37.6,154,4
3094,3813,54:37.6,154,3
3095,592,54:37.6,154,3
3096,1807,54:37.6,154,3
3097,4030,54:37.6,154,2
3098,3320,54:37.6,154,2
3099,656,54:37.6,154,1
3100,250,54:37.6,155,2
3101,2427,54:37.6,155,1
3102,3901,54:37.6,155,2
3103,4890,54:37.6,155,1
3104,4984,54:37.6,155,5
3105,1725,54:37.6,155,1
3106,4681,54:37.6,155,4
3107,4041,54:37.6,155,5
3108,4769,54:37.6,155,3
3109,3183,54:37.6,155,5
3110,1783,54:37.6,155,4
3111,5178,54:37.6,155,4
3112,4417,54:37.6,155,4
3113,3071,54:37.6,155,5
3114,4656,54:37.6,155,3
3115,3079,54:37.6,155,1
3116,522,54:37.6,155,5
3117,175,54:37.6,155,5
3118,1136,54:37.6,155,5
3119,4762,54:37.6,155,4
3120,1758,54:37.6,156,5
3121,1019,54:37.6,156,4
3122,271,54:37.6,156,1
3123,4394,54:37.6,156,2
3124,118,54:37.6,156,1
3125,817,54:37.6,156,3
3126,959,54:37.6,156,1
3127,1471,54:37.6,156,1
3128,4929,54:37.6,156,5
3129,2106,54:37.6,156,5
3130,4095,54:37.6,156,2
3131,4718,54:37.6,156,2
3132,1030,54:37.6,156,1
3133,856,54:37.6,156,4
3134,2018,54:37.6,156,2
3135,2692,54:37.6,156,3
3136,3272,54:37.6,156,3
3137,1635,54:37.6,156,3
3138,4005,54:37.6,156,2
3139,5071,54:37.6,156,5
3140,5359,54:37.6,157,2
3141,4854,54:37.6,157,4
3142,2993,54:37.6,157,1
3143,1690,54:37.6,157,3
3144,3792,54:37.6,157,2
3145,1604,54:37.6,157,1
3146,5068,54:37.6,157,5
3147,4362,54:37.6,157,2
3148,2399,54:37.6,157,5
3149,524,54:37.6,157,5
3150,4036,54:37.6,157,4
3151,2097,54:37.6,157,5
3152,5490,54:37.6,157,1
3153,5634,54:37.6,157,3
3154,4671,54:37.6,157,3
3155,2733,54:37.6,157,3
3156,3489,54:37.6,157,4
3157,4438,54:37.6,157,3
3158,1728,54:37.6,157,5
3159,2980,54:37.6,157,1
3160,2343,54:37.6,158,1
3161,61,54:37.6,158,5
3162,3267,54:37.6,158,4
3163,310,54:37.6,158,4
3164,4564,54:37.6,158,4
3165,14,54:37.7,158,4
3166,364,54:37.7,158,3
3167,4324,54:37.7,158,4
3168,4467,54:37.7,158,5
3169,2689,54:37.7,158,2
3170,4386,54:37.7,158,2
3171,138,54:37.7,158,3
3172,2777,54:37.7,158,5
3173,327,54:37.7,158,5
3174,2880,54:37.7,158,2
3175,855,54:37.7,158,1
3176,2635,54:37.7,158,4
3177,399,54:37.7,158,4
3178,3471,54:37.7,158,3
3179,2213,54:37.7,158,4
3180,2281,54:37.7,159,3
3181,629,54:37.7,159,3
3182,247,54:37.7,159,3
3183,4147,54:37.7,159,1
3184,5198,54:37.7,159,2
3185,3481,54:37.7,159,5
3186,4900,54:37.7,159,2
3187,2188,54:37.7,159,1
3188,5547,54:37.7,159,4
3189,4694,54:37.7,159,1
3190,470,54:37.7,159,5
3191,114,54:37.7,159,2
3192,2245,54:37.7,159,1
3193,5055,54:37.7,159,3
3194,4375,54:37.7,159,3
3195,434,54:37.7,159,2
3196,4201,54:37.7,159,4
3197,3245,54:37.7,159,1
3198,161,54:37.7,159,5
3199,3348,54:37.7,159,4
3200,3284,54:37.7,160,2
3201,5596,54:37.7,160,3
3202,511,54:37.7,160,3
3203,80,54:37.7,160,5
3204,4794,54:37.7,160,2
3205,4828,54:37.7,160,4
3206,1639,54:37.7,160,1
3207,1414,54:37.7,160,3
3208,3738,54:37.7,160,2
3209,5576,54:37.7,160,2
3210,5198,54:37.7,160,3
3211,3694,54:37.7,160,4
3212,1934,54:37.7,160,5
3213,2045,54:37.7,160,3
3214,4991,54:37.7,160,5
3215,4548,54:37.7,160,1
3216,1123,54:37.7,160,4
3217,1554,54:37.7,160,4
3218,1580,54:37.7,160,3
3219,442,54:37.7,160,2
3220,4449,54:37.7,161,3
3221,2217,54:37.7,161,2
3222,2325,54:37.7,161,5
3223,1564,54:37.7,161,5
3224,3803,54:37.7,161,3
3225,2878,54:37.7,161,2
3226,957,54:37.7,161,2
3227,2765,54:37.7,161,4
3228,3628,54:37.7,161,2
3229,4823,54:37.7,161,1
3230,3274,54:37.7,161,1
3231,1539,54:37.7,161,5
3232,634,54:37.7,161,3
3233,3835,54:37.7,161,2
3234,3153,54:37.7,161,2
3235,446,54:37.7,161,4
3236,2030,54:37.7,161,3
3237,3178,54:37.7,161,2
3238,3920,54:37.7,161,4
3239,1100,54:37.7,161,3
3240,2902,54:37.7,162,5
3241,764,54:37.7,162,2
3242,3129,54:37.7,162,1
3243,3095,54:37.7,162,3
3244,4909,54:37.7,162,5
3245,298,54:37.7,162,4
3246,374,54:37.7,162,1
3247,5129,54:37.7,162,1
3248,3617,54:37.7,162,4
3249,2705,54:37.7,162,2
3250,2855,54:37.7,162,5
3251,3090,54:37.7,162,1
3252,5599,54:37.7,162,4
3253,1190,54:37.7,162,2
3254,2364,54:37.7,162,4
3255,977,54:37.7,162,4
3256,5223,54:37.7,162,1
3257,3636,54:37.7,162,2
3258,5705,54:37.7,162,5
3259,734,54:37.7,162,4
3260,1027,54:37.7,163,1
3261,497,54:37.7,163,3
3262,5182,54:37.7,163,4
3263,3448,54:37.7,163,5
3264,3051,54:37.7,163,3
3265,1400,54:37.7,163,4
3266,158,54:37.7,163,2
3267,5029,54:37.7,163,5
3268,5371,54:37.7,163,5
3269,2490,54:37.7,163,5
3270,363,54:37.7,163,2
3271,476,54:37.7,163,2
3272,3734,54:37.7,163,2
3273,2824,54:37.7,163,4
3274,4895,54:37.7,163,2
3275,2383,54:37.7,163,3
3276,3122,54:37.7,163,4
3277,2664,54:37.7,163,2
3278,3246,54:37.7,163,2
3279,636,54:37.7,163,3
3280,2965,54:37.7,164,2
3281,4069,54:37.7,164,3
3282,4574,54:37.7,164,4
3283,5760,54:37.7,164,3
3284,126,54:37.7,164,4
3285,1393,54:37.7,164,4
3286,3551,54:37.7,164,3
3287,182,54:37.7,164,2
3288,1458,54:37.7,164,2
3289,653,54:37.7,164,5
3290,5365,54:37.7,164,1
3291,5173,54:37.7,164,2
3292,5014,54:37.7,164,2
3293,361,54:37.7,164,4
3294,5153,54:37.7,164,3
3295,745,54:37.7,164,5
3296,1284,54:37.7,164,5
3297,2252,54:37.7,164,1
3298,1911,54:37.7,164,5
3299,4375,54:37.7,164,3
3300,2677,54:37.7,165,5
3301,40,54:37.7,165,4
3302,2413,54:37.7,165,3
3303,820,54:37.7,165,3
3304,2543,54:37.7,165,4
3305,1410,54:37.7,165,5
3306,557,54:37.7,165,2
3307,682,54:37.7,165,1
3308,4505,54:37.7,165,4
3309,5035,54:37.7,165,2
3310,1061,54:37.7,165,2
3311,2950,54:37.7,165,3
3312,5348,54:37.7,165,1
3313,1655,54:37.7,165,2
3314,5533,54:37.7,165,2
3315,3014,54:37.7,165,5
3316,2882,54:37.7,165,5
3317,1404,54:37.7,165,4
3318,2432,54:37.7,165,2
3319,2971,54:37.7,165,4
3320,1994,54:37.7,166,2
3321,3552,54:37.7,166,5
3322,623,54:37.7,166,1
3323,4749,54:37.7,166,1
3324,672,54:37.7,166,2
3325,3616,54:37.7,166,1
3326,2695,54:37.7,166,3
3327,4902,54:37.7,166,5
3328,4603,54:37.7,166,5
3329,777,54:37.7,166,3
3330,2895,54:37.7,166,1
3331,1747,54:37.7,166,2
3332,765,54:37.7,166,1
3333,953,54:37.7,166,3
3334,4586,54:37.7,166,2
3335,889,54:37.7,166,5
3336,946,54:37.7,166,4
3337,4206,54:37.7,166,2
3338,3208,54:37.7,166,2
3339,2839,54:37.7,166,1
3340,1227,54:37.7,167,4
3341,377,54:37.7,167,3
3342,3216,54:37.7,167,1
3343,2861,54:37.7,167,5
3344,109,54:37.7,167,5
3345,2054,54:37.7,167,3
3346,3531,54:37.7,167,5
3347,491,54:37.7,167,4
3348,1835,54:37.7,167,1
3349,751,54:37.7,167,2
3350,3879,54:37.7,167,3
3351,526,54:37.7,167,1
3352,2485,54:37.7,167,5
3353,3348,54:37.7,167,2
3354,4753,54:37.7,167,5
3355,1123,54:37.7,167,1
3356,264,54:37.7,167,2
3357,2415,54:37.7,167,1
3358,5346,54:37.7,167,3
3359,5712,54:37.7,167,3
3360,300,54:37.7,168,5
3361,2547,54:37.7,168,3
3362,2524,54:37.7,168,1
3363,1706,54:37.7,168,3
3364,3756,54:37.7,168,4
3365,807,54:37.7,168,1
3366,3215,54:37.7,168,5
3367,2209,54:37.7,168,5
3368,921,54:37.7,168,3
3369,3530,54:37.7,168,4
3370,2943,54:37.7,168,2
3371,5053,54:37.7,168,2
3372,5693,54:37.7,168,5
3373,4634,54:37.7,168,2
3374,5255,54:37.7,168,1
3375,5381,54:37.7,168,4
3376,4257,54:37.7,168,3
3377,5021,54:37.7,168,3
3378,2468,54:37.7,168,5
3379,4438,54:37.7,168,3
3380,1700,54:37.7,169,1
3381,2889,54:37.7,169,1
3382,3820,54:37.7,169,4
3383,3094,54:37.7,169,3
3384,2709,54:37.7,169,2
3385,2112,54:37.7,169,2
3386,2807,54:37.7,169,4
3387,592,54:37.7,169,4
3388,35,54:37.7,169,4
3389,3084,54:37.7,169,4
3390,5812,54:37.7,169,1
3391,2263,54:37.7,169,4
3392,1271,54:37.7,169,3
3393,1723,54:37.7,169,5
3394,3278,54:37.7,169,4
3395,4683,54:37.7,169,1
3396,2831,54:37.7,169,1
3397,3148,54:37.7,169,3
3398,1293,54:37.7,169,4
3399,3047,54:37.7,169,1
3400,4912,54:37.7,170,3
3401,5574,54:37.7,170,1
3402,3973,54:37.7,170,1
3403,4585,54:37.7,170,5
3404,1524,54:37.7,170,1
3405,3803,54:37.7,170,2
3406,3102,54:37.7,170,5
3407,5026,54:37.7,170,2
3408,5009,54:37.7,170,2
3409,676,54:37.7,170,4
3410,46,54:37.7,170,2
3411,743,54:37.7,170,5
3412,813,54:37.7,170,2
3413,1724,54:37.7,170,2
3414,4586,54:37.7,170,4
3415,3621,54:37.7,170,4
3416,5475,54:37.7,170,5
3417,3218,54:37.7,170,4
3418,3655,54:37.7,170,4
3419,5148,54:37.7,170,1
3420,4665,54:37.7,171,4
3421,2333,54:37.7,171,5
3422,412,54:37.7,171,4
3423,1222,54:37.7,171,5
3424,1566,54:37.7,171,5
3425,5503,54:37.7,171,4
3426,3181,54:37.7,171,2
3427,4318,54:37.7,171,4
3428,2334,54:37.7,171,1
3429,3946,54:37.7,171,5
3430,907,54:37.7,171,2
3431,682,54:37.7,171,5
3432,3462,54:37.7,171,1
3433,4461,54:37.7,171,2
3434,4443,54:37.7,171,4
3435,2189,54:37.7,171,3
3436,1979,54:37.7,171,3
3437,1792,54:37.7,171,2
3438,2120,54:37.7,171,5
3439,4400,54:37.7,171,3
3440,3511,54:37.7,172,5
3441,3511,54:37.7,172,1
3442,3772,54:37.7,172,4
3443,4306,54:37.7,172,5
3444,356,54:37.8,172,1
3445,912,54:37.8,172,4
3446,930,54:37.8,172,4
3447,5201,54:37.8,172,5
3448,3981,54:37.8,172,3
3449,4481,54:37.8,172,1
3450,3286,54:37.8,172,5
3451,574,54:37.8,172,1
3452,5322,54:37.8,172,4
3453,5258,54:37.8,172,5
3454,3013,54:37.8,172,3
3455,151,54:37.8,172,3
3456,3669,54:37.8,172,2
3457,1331,54:37.8,172,3
3458,3081,54:37.8,172,3
3459,5557,54:37.8,172,3
3460,5446,54:37.8,173,5
3461,2419,54:37.8,173,5
3462,4967,54:37.8,173,3
3463,45,54:37.8,173,3
3464,2707,54:37.8,173,4
3465,1264,54:37.8,173,1
3466,3950,54:37.8,173,2
3467,4351,54:37.8,173,2
3468,857,54:37.8,173,2
3469,5468,54:37.8,173,2
3470,5591,54:37.8,173,4
3471,2677,54:37.8,173,1
3472,4953,54:37.8,173,3
3473,1243,54:37.8,173,5
3474,3489,54:37.8,173,1
3475,3649,54:37.8,173,1
3476,2570,54:37.8,173,3
3477,3504,54:37.8,173,1
3478,3586,54:37.8,173,2
3479,2105,54:37.8,173,4
3480,3897,54:37.8,174,5
3481,4737,54:37.8,174,2
3482,3445,54:37.8,174,3
3483,2148,54:37.8,174,3
3484,4783,54:37.8,174,1
3485,5097,54:37.8,174,5
3486,4050,54:37.8,174,4
3487,3887,54:37.8,174,4
3488,5452,54:37.8,174,1
3489,5278,54:37.8,174,5
3490,5305,54:37.8,174,2
3491,3876,54:37.8,174,4
3492,296,54:37.8,174,5
3493,1982,54:37.8,174,4
3494,2661,54:37.8,174,4
3495,3082,54:37.8,174,2
3496,3686,54:37.8,174,3
3497,1647,54:37.8,174,3
3498,3249,54:37.8,174,2
3499,175,54:37.8,174,4
3500,3724,54:37.8,175,2
3501,3772,54:37.8,175,2
3502,5763,54:37.8,175,5
3503,1269,54:37.8,175,3
3504,475,54:37.8,175,2
3505,1184,54:37.8,175,1
3506,3791,54:37.8,175,1
3507,748,54:37.8,175,1
3508,2214,54:37.8,175,2
3509,1560,54:37.8,175,2
3510,2057,54:37.8,175,5
3511,3871,54:37.8,175,4
3512,4645,54:37.8,175,3
3513,3989,54:37.8,175,1
3514,170,54:37.8,175,2
3515,4013,54:37.8,175,3
3516,3726,54:37.8,175,5
3517,2306,54:37.8,175,2
3518,3751,54:37.8,175,1
3519,2737,54:37.8,175,4
3520,1506,54:37.8,176,2
3521,3676,54:37.8,176,1
3522,4617,54:37.8,176,4
3523,1554,54:37.8,176,4
3524,1647,54:37.8,176,5
3525,4672,54:37.8,176,4
3526,2850,54:37.8,176,2
3527,3284,54:37.8,176,5
3528,1562,54:37.8,176,3
3529,5079,54:37.8,176,5
3530,4950,54:37.8,176,1
3531,4822,54:37.8,176,3
3532,4699,54:37.8,176,5
3533,1869,54:37.8,176,3
3534,5053,54:37.8,176,5
3535,2367,54:37.8,176,5
3536,5450,54:37.8,176,1
3537,3055,54:37.8,176,4
3538,3419,54:37.8,176,3
3539,2193,54:37.8,176,3
3540,4831,54:37.8,177,3
3541,1246,54:37.8,177,2
3542,3861,54:37.8,177,2
3543,1587,54:37.8,177,4
3544,376,54:37.8,177,3
3545,4549,54:37.8,177,4
3546,121,54:37.8,177,1
3547,890,54:37.8,177,5
3548,5043,54:37.8,177,1
3549,4254,54:37.8,177,1
3550,1462,54:37.8,177,2
3551,2484,54:37.8,177,5
3552,122,54:37.8,177,5
3553,2893,54:37.8,177,3
3554,4537,54:37.8,177,3
3555,996,54:37.8,177,4
3556,4815,54:37.8,177,5
3557,387,54:37.8,177,1
3558,4463,54:37.8,177,1
3559,2762,54:37.8,177,5
3560,1792,54:37.8,178,2
3561,8,54:37.8,178,3
3562,2348,54:37.8,178,4
3563,4385,54:37.8,178,1
3564,398,54:37.8,178,5
3565,1721,54:37.8,178,4
3566,1796,54:37.8,178,5
3567,1640,54:37.8,178,3
3568,5615,54:37.8,178,2
3569,617,54:37.8,178,1
3570,2165,54:37.8,178,4
3571,2373,54:37.8,178,4
3572,5219,54:37.8,178,1
3573,979,54:37.8,178,5
3574,5765,54:37.8,178,4
3575,5220,54:37.8,178,1
3576,571,54:37.8,178,2
3577,2084,54:37.8,178,3
3578,230,54:37.8,178,1
3579,3640,54:37.8,178,4
3580,4354,54:37.8,179,4
3581,1625,54:37.8,179,5
3582,2706,54:37.8,179,1
3583,2965,54:37.8,179,1
3584,2174,54:37.8,179,1
3585,4118,54:37.8,179,3
3586,4656,54:37.8,179,2
3587,4897,54:37.8,179,1
3588,5448,54:37.8,179,2
3589,2740,54:37.8,179,3
3590,3081,54:37.8,179,2
3591,5598,54:37.8,179,4
3592,1990,54:37.8,179,5
3593,2869,54:37.8,179,1
3594,3209,54:37.8,179,3
3595,743,54:37.8,179,2
